Vertical 1,Vertical 2,Noticia (link),Etiqueta,Etiqueta específica,etiqueta 3,Región,Personalidad destacada,...9,Fecha,Diario,Si,Me gusta,Simpatía,Asombro,Diversión,Descreimiento,Tristeza,Enojo,Me importa,Likes,Comentarios...22,Compartidos,Interacciones,Cuerpo del Post,Cuerpo de la noticia,Comentarios...27,Link del comentario
Economía y Situación Social,Turismo,https://www.instagram.com/p/CgRkRbJszZm/,Industria,Festival de Diseño Córdoba 2022,,Municipal,,,21/7/2022,Instagram-ElResaltador,Si,,,,,,,,,2071,35,,2106,"¡Mirá qué plan!

🙋🏽‍♀️ Desde mañana, viernes 22, hasta el domingo 24 de julio será el Festival de Diseño Córdoba 2022, en el Museo de la Industria, que tendrá producciones de diseño gráfico, de indumentaria y textil, industrial, y editorial

👏🏽 Participan más de 150 MiPyMEs de diseño, empresas y profesionales, además, de contar con dos muestras, dos ciclos de charlas, workshops, intervenciones, actividades al paso, propuestas interactivas, música y alternativas gastronómicas

🎶 Habrá show en vivo, los tres días, desde las 15:00, con música, dj, vjsa y la participación de grandes artistas como @marilinaplastilina, @felicolina , @telecospios, @tomatesasesinos, @pazgonzalez___, @laboratoriodecuartetodigital, @fresquitapipol entre otres

Leé la nota completa desde nuestra web (link en bio) ☝🏽",,,
Random,,https://www.facebook.com/eldocetv/posts/pfbid02S4u2ppjbrZ4HGQNiew9UDokziBUTFvnkieNDRPTWK85yNZjJGDHuCcFUypET2nA3l,Fauna,Nacieron yaguaretés en libertad,Parque Iberá,Nacional,,,21/7/2022,ElDoceTv,Si,870,431,0,0,0,2,0,30,,33,76,1442,"Golazo de la naturaleza
El par de crías llenó de esperanza a los conservacionistas. ""Estos dos cachorros tendrán como hogar los cientos de miles de hectáreas que hoy conforman el Gran Parque Iberá"", aseguraron desde la Fundación Rewilding.","Corrientes: nacieron dos yaguaretés en total libertad después de 70 años
La Fundación Rewilding difundió las imágenes del par de cachorros en sus redes sociales. Fueron concebidos en el Parque Iberá.
Por: El DoceJueves 21 de Julio de 2022
yaguarete cachorro
La impactante imagen de uno de los cachorros.
La Fundación Rewilding publicó en sus redes sociales una buena noticia para la fauna autóctona de Argentina. En un video de más de un minuto informaron acerca del reciente nacimiento de dos cachorros de yaguareté en el Parque Iberá. 

El hecho ocurrido en Corrientes cobra importancia ya que son las primeras crías concebidas y nacidas en total libertad después de 70 años.

En las imágenes se ve a la yaguareté Arami transportando a uno de los cachorros. También se explica la historia de este emotivo suceso mediante diferentes grabaciones. Con la cruza entre la mencionada hembra y un macho de nombre Jatobazinho, nacieron los pequeños felinos.

+ MÁS: Un cordobés contó cómo es el casting de “Supervivencia al desnudo”, el reality que busca participantes en Argentina

""Estos dos cachorros tendrán como hogar los cientos de miles de hectáreas que hoy conforman el Gran Parque Iberá y son también la esperanza para la recuperación del depredador tope en tantas regiones de Argentina de donde ha desaparecido"", escribió la cuenta oficial de Rewilding en su cuenta de Instagram.

+ VIDEO: Los dos cachorros de yaguareté:

",,
Random,,https://www.instagram.com/p/CgSEbXsstn0/,Fauna,Nacieron yaguaretés en libertad,Parque Iberá,Nacional,,,21/7/2022,Instagram-ElDoceTv,Si,,,,,,,,,13894,204,,14098,"Verificado
¡Los primeros yaguaretés nacidos en LIBERTAD en Corrientes! 🐅

En 2018 el nacimiento de Arami y su hermana Mbarete fue histórico: por primera vez nacía un yaguareté luego de más de 70 años de extinción en la provincia.

Arami fue criada para ser libre y hace casi un año abandonaba el Centro de Reintroducción de Yaguareté para vivir en la inmensidad de los pastizales, humedales y montes del Iberá.

😍 Hoy, trajo otra alegría: ¡Nacieron sus dos cachorros!

""Ellos son los primeros yaguaretés concebidos y nacidos en total libertad en Corrientes, luego de 70 años de extinción en esta provincia. Estos dos cachorros tendrán como hogar los cientos de miles de hectáreas que hoy conforman el Gran Parque Iberá"", compartieron desde @rewilding_argentina

¡Bienvenidos cachorros! 💕
",,,
Random,,https://www.facebook.com/LaVoz.com.ar/posts/pfbid02wpXWXBJV2BwWUmZ2fofYRsjoPp8gAdBURDDeVECinN5wnG4xUVCmynV2aS9KC1gTl,Fauna,Nacieron yaguaretés en libertad,Parque Iberá,Nacional,,,21/7/2022,La Voz del Interior,Si,309,111,1,0,0,0,0,1,,10,36,468," 🐯 Según informaron, ambos cachorros tendrán como hogar los cientos de miles de hectáreas que hoy conforman el Gran Parque Iberá. "," Nacieron los dos primeros yaguaretés libres en el Parque Iberá luego de 70 años de extinción
Noticias de CorrientesInformación General
jueves, 21 de julio de 202213:52 hs
La Fundación Rewilding Argentina contó cuán importante es este hecho para la especie.

Suscribite al newsletter
Nacieron dos yaguaretés libres en el Parque Iberá.
Nacieron dos yaguaretés libres en el Parque Iberá. Foto: Radio Sudamericana
Redacción Vía País
Un momento histórico se vivió en el Parque Iberá con la llegada de los dos primeros yaguaretés que nacieron en libertad allí dentro. Esta fecha marcó un hito histórico tanto para Corrientes como para Argentina luego de 70 años de extinción en la provincia.

Yaguareté Monumento Natural Nacional.
Liberarán en los Esteros del Iberá a tres yaguaretés rescatados en el Chaco Paraguayo
En 2018 vinieron al mundo Arami y su hermana Mbarete. Desde la Fundanción Rewilding Argentina, donde siguen de cerca la vida de estos ejemplares en el parque correntino, vieron crecerlas y en este día recordaron a ambas.

La primera nació en uno de los inmensos corrales del Centro de Reintroducción de Yaguareté. A través de cámaras remotas la filmaron jugando, nadando, corriendo, cazando, siempre bajo el cuidado atento de su madre, Tania.

“Arami fue criada para ser libre y hace casi un año abandonaba el CRY para vivir en la inmensidad de los pastizales, humedales y montes del Iberá. Hoy nos da otra de las grandes alegrías de este proyecto que comenzó hace 10 años: ¡nacieron sus dos cachorros!”, detallaron.

Se trata de los primeros yaguaretés concebidos y nacidos en total libertad en Corrientes, tras 70 años de extinción en esta provincia. Según informaron, ambos cachorros tendrán como hogar los cientos de miles de hectáreas que hoy conforman el Gran Parque Iberá.

Nacieron dos yaguaretés completamente libres en el Parque Iberá.
Nacieron dos yaguaretés completamente libres en el Parque Iberá. Foto: Prensa
Asimismo, son la esperanza para la recuperación del depredador tope en tantas regiones de Argentina de donde ha desaparecido. De esta manera, y difundiendo un video, desde la fundación le dieron la bienvenida a los nuevos miembros del parque.

YaguaretéVideo
RELACIONADAS
Yaguaretés en Corrientes
Renacen los", ,
Deportes,,https://www.facebook.com/eldocetv/posts/pfbid0vjWigE5awuDea2Np5ddWXN9d58vr9eiLNYoDJuFkGfz3Gj7MhGtMhDBkN627NQMml,Fútbol,Liga de Inglaterra,Debut de Julián Álvarez en Manchester City,Internacional,,,21/7/2022,ElDoceTv,Si,316,44,1,0,6,0,0,0,,0,5,372,"Presentación aprobada
El nacido en Calchín tuvo destellos de su jerarquía y hasta pudo haber marcado un gol. En su salida fue felicitado por el DT del equipo inglés, Pep Guardiola.","Julián Álvarez y un buen debut en Manchester City
El Araña hizo su presentación en el elenco citizen en un amistoso contra América de México. El cordobés mostró algunos chispazos de su calidad en la victoria 2 a 1 del conjunto inglés.
Por: El DoceJueves 21 de Julio de 2022
julian alvarez
El Araña dejó destellos de su calidad.
Finalmente se dio lo que muchos fanáticos del fútbol argentino esperaban: Julián Álvarez debutó con la camiseta de Manchester City en un amistoso contra América de México. El Araña tuvo una buena presentación, aunque no marcó goles.

+ MIRÁ MÁS: Día del Amigo: los posteos de Talleres, Belgrano e Instituto

El ex-River arrancó de titular y jugó 70 minutos en el encuentro disputado en el estadio NRG de Houston, Estados Unidos, y que terminó 2 a 1 a favor de los ingleses. A pesar de no haberse anotado en el marcador, el nacido en Calchín mostró destellos de su calidad.

En el primer tiempo, demostró buena química en cancha con el belga Kevin De Bruyne, autor de los dos goles del equipo que dirige Pep Guardiola. Álvarez pudo haber marcado ante el conjunto mexicano, pero dilapidó la única chance que tuvo ante el arquero Guillermo Ochoa.

Además, cuando el partido iba 1 a 1, asistió al portugués Bernardo Silva, que quedó mano a mano con el golero de la Águilas y definió desviado. Finalmente, a los 25 minutos del segundo tiempo, Álvarez fue reemplazado por el juvenil inglés Liam Delap.


Por lo pronto, el Araña deberá enfocarse en el próximo compromiso de Manchester City, el próximo sábado 23 contra Bayern Múnich. Cabe la posibilidad que, para ese cotejo, Guardiola elija a Erling Haaland para ocupar la posición de centrodelantero titular y mande a Julián al banco de suplentes.",,
Deportes,,https://www.facebook.com/eldocetv/posts/pfbid02a2XcWGMrEUnKiBFKkWhTYD5x4dFoCDf5gghzdB8D5kMZ1u4dhaYpb7WyhfuRrVNWl,Fútbol,Liga Profesional,Talleres vs Banfield,Nacional,,,21/7/2022,ElDoceTv,Si,591,144,0,0,63,1,1,0,,96,16,912,"Golazo matador
Después de una gran jugada colectiva, el cafetero abrió el marcador en el Kempes. Con justicia, la ""T"" se impone sobre el Taladro.","Valoyes puso el 1 a 0 de Talleres sobre Banfield
El colombiano abrió el marcador después de un cabezazo al palo de Federico Girotti. Una buena jugada colectiva del conjunto de Pedro Caixinha desembocó en el gol de la ""T"", que busca cortar una racha de siete partidos sin ganar.",,
Deportes,,https://www.facebook.com/eldocetv/posts/pfbid0jiXPtR8F45ipG4jpWASgjxHkmcqm4YHFQVZPda6xt9uL9z1k1xNRkTs7x1ModFPXl,Fútbol,Liga Profesional,Talleres vs Banfield,Nacional,,,21/7/2022,ElDoceTv,Si,377,94,0,0,69,0,1,1,,60,6,608,"Victoria clave
El conjunto de Pedro Caixinha superó claramente al equipo de Claudio Vivas. La ""T"" mereció hacer más goles, pero no estuvo fino a la hora de definir.","Talleres le ganó a Banfield en el Kempes y cortó la mala racha
El Matador se impuso 1 a 0 con justicia ante el Taladro y volvió al triunfo después de siete fechas. Diego Valoyes, el gol.
Por: El DoceJueves 21 de Julio de 2022
golazo valoyes
Valoyes capturó un rebote y no perdonó. Foto: Cadena 3.
Talleres necesitaba una victoria y la consiguió. Le ganó 1 a 0 a Banfield con gol de Diego Valoyes en el Kempes, por la novena fecha de la Liga Profesional. De esta manera, cortó una racha adversa de siete partidos sin sumar de a tres puntos.

+ MIRÁ MÁS: Julián Álvarez y un buen debut en Manchester City

El partido arrancó entretenido, con el Matador más agresivo que el Taladro. Prueba de ello fueron los primeros minutos, en los que tuvo dos chances concretas de gol. La primera, un remate de Diego Valoyes después de una asistencia exquisita de Federico Girotti. La segunda, un remate cruzado del delantero colombiano que se fue desviado.

A los 10 minutos, un nuevo embate de Girotti tras centro de Alan Franco llevó peligro para el arquero visitante, Facundo Cambeses, que respondió correctamente.

Después de momentos de dominio territorial, una gran jugada colectiva desembocó en un cabezazo al palo del delantero ex-River. Valoyes captó el rebote y puso el 1 a 0 para el equipo de Pedro Caixinha. Delirio en las 35 mil almas que fueron a alentar al Albiazul.

+ VIDEO: El gol de Valoyes para poner en ventaja al Matador:

Play Video
Con el correr de los minutos, el trámite se emparejó y ninguno de los dos pudo llegar con peligro al arco contrario. Sin embargo, Matías Godoy cortó la monotonía con una gran corrida por izquierda que casi termina en gol de Talleres. Un par de jugadas después, Banfield respondió con un remate de Agustín Urzi, que fue atajado por Guido Herrera.

La siguiente aproximación fue también para el equipo de Claudio Vivas, que casi empató a través de Emanuel Coronel, que definió apenas desviado.

Segundo tiempo

El complemento arrancó ""movidito"" para el Matador. Una buena jugada individual de Girotti terminó con un remate desviado desde afuera del área. A los 15 minutos, el ""9"" albiazul volvió a avisar con un buen lanzamiento desde 30 metros, que se fue afuera por poco.


También hubo lugar para la polémica: un golazo del centrodelantero matador fue mal anulado a instancias del VAR, que cobró un supuesto offside. El correr del tiempo ubicó a Talleres defendiendo lejos del arco de Herrera. Y hasta pudo haber liquidado el encuentro cuando el ingresado David Romero remató defectuosamente.

Esa deficiencia casi le costó caro a la ""T"", ya que cuando el partido moría, Ramiro Enrique estuvo a punto de estampar el 1 a 1 de cabeza. 

El partido finalizó con la ""T"" en papel dominante y con la satisfacción de haber cortado una racha negativa. ¿En el debe? La poca efectividad frente al arco rival y algunos desacoples defensivos. Pero eso poco importó al hincha: Talleres ganó y quiere volver a creer en el ámbito local.

+ VIDEO: la alegría de los hinchas a la salida del Kempes:

",,
Deportes,,https://www.facebook.com/eldocetv/posts/pfbid02USW5ix4Xm6HSoSYxPyAdxs5TK6hKm8xqYWPUt9GNCX3zFaa6HS943ddovdUMjvZel,Fútbol,Liga Profesional,Talleres vs Banfield,Nacional,,,21/7/2022,ElDoceTv,Si,705,220,0,0,151,0,0,5,,77,19,1177,"Alivio en el Kempes
La T volvió a ganar por el torneo local luego de siete partidos. A la salida del estadio, los hinchas expresaron su felicidad por la victoria ante Banfield.","La alegría de los hinchas de Talleres por la vuelta al triunfo
El Matador volvió a ganar por el torneo local luego de siete fechas y pudo salir del fondo de las posiciones. Tras la victoria 1-0 ante Banfield en el Kempes, los hinchas expresaron su alivio y felicidad. ",,
Deportes,,https://www.instagram.com/p/CgSf8mvsnNv/,Fútbol,Liga Profesional,Talleres vs Banfield,Nacional,,,21/7/2022,Instagram-Cadena3,Si,,,,,,,,,91,0,,91,"Verificado
¡Hay #TiempoDeJuego! ⚽

Un Talleres necesitado de un triunfo recibe a Banfield
El partido se jugará desde las 19 en el estadio Mario Alberto Kempes. Relata @bochahouriet y equipo por Cadena 3 🎙️
---

Más tarde, a las 21:30, River recibe a un difícil Gimnasia buscando una victoria
Relata Gustavo Vergara y equipo por Cadena 3 📲📻",,,
Deportes,,https://www.instagram.com/p/CgS0m_bsDLY/,Fútbol,Liga Profesional,Talleres vs Banfield,Nacional,,,21/7/2022,Instagram-Cadena3,Si,,,,,,,,,248,5,,253,"Verificado
TALLERES RECUPERÓ LA SONRISA, FUE MÁS Y VENCIÓ A BANFIELD ⚽
Fue 1-0 en el Kempes, con gol de Diego Valoyes. ""El Matador"" venía de 7 partidos sin ganar por el torneo local. Con el triunfo, llegó a 8 puntos en el torneo. En la próxima fecha, visitará a San Lorenzo el lunes 📲📻",,,
Deportes,,https://www.instagram.com/p/CgSg35kJrNc/,Fútbol,Liga Profesional,Talleres vs Banfield,Nacional,,,21/7/2022,Instagram-LaVoz,Si,,,,,,,,,577,59,,636,"Vivimos la previa de Talleres - Banfield por la Liga Profesional 🏟️⚽

Te presentamos a Daniel, quién fabricó su propia Copa Libertadores 🏆
",,,
Deportes,,https://www.instagram.com/p/CgSiIQZlcMJ/,Fútbol,Liga Profesional,Talleres vs Banfield,Nacional,,,21/7/2022,Instagram-LaVoz,Si,,,,,,,,,125,2,,127," ¡Juega Talleres!

Buscate en nuestros cara e' cancha ⚽😁

📸 @javierferreyrafotos
",,,
Deportes,,https://www.instagram.com/p/CgSjEBvJDPT/,Fútbol,Liga Profesional,Talleres vs Banfield,Nacional,,,21/7/2022,Instagram-LaVoz,Si,,,,,,,,,59,0,,59,"La opinión de los hinchas albiazules acerca del Talleres de Liga Profesional y por Copa Libertadores ⚽🏆
",,,
Deportes,,https://www.instagram.com/p/CgSjSTDp_wv/,Fútbol,Liga Profesional,Talleres vs Banfield,Nacional,,,21/7/2022,Instagram-LaVoz,Si,,,,,,,,,3749,109,,3858,"Y sí hijo! A este hincha de la T lo conocemos todos 😜💪🏻
",,,
Deportes,,https://www.instagram.com/p/CgSsEGpFfrv/,Fútbol,Liga Profesional,Talleres vs Banfield,Nacional,,,21/7/2022,Instagram-LaVoz,Si,,,,,,,,,114,0,,114,"Talleres le gana 1-0 de local a Banfield, en el estadio Mario Alberto Kempes, por la novena fecha de la Liga Profesional. El cotejo es televisado por la TV Pública.

Diego Valoyes, a los 17 minutos del primer tiempo, marcó la ventaja para Talleres.",,,
Deportes,,https://www.instagram.com/p/CgS0pjtFsxM/,Fútbol,Liga Profesional,Talleres vs Banfield,Nacional,,,21/7/2022,Instagram-LaVoz,Si,,,,,,,,,263,14,,277,"Apareció el Talleres que quería la gente. El Talleres que necesitaba salir a escena. Ese equipo que ya quedó demostrado puede ser a nivel internacional pero no venía siendo en la Liga Profesional.

El Matador, con una solida actuación, venció 1 a 0 a Banfield ante unas 35 mil personas en el estadio Mario Kempes.

Así, cortó una maldita racha negra de siete partidos sin ganar en el certamen local y despejó los murmullos de ser un equipo en la Liga y otro en Copa Libertadores.
",,,
Deportes,,https://www.instagram.com/p/CgTEhWbriPI/,Fútbol,Liga Profesional,River vs Gimnasia y Esgrima de La Plata,Nacional,,,21/7/2022,Instagram-LaVoz,Si,,,,,,,,,159,2,,161,"River, que llevaba tres fechas sin imponerse, le ganó 1-0 a Gimnasia y Esgrima La Plata, en el encuentro que completó la novena fecha de la Liga Profesional de Fútbol (LPF).

👉🏻 El encuentro se disputó en el estadio Monumental, en el barrio porteño de Núñez, con el arbitraje de Yael Falcón Pérez.

👉🏻 El delantero Lucas Beltrán marcó el único gol del partido, a los 41 minutos del primer tiempo.",,,
Deportes,,https://www.instagram.com/p/CgRrRL3sq3P/,Fútbol,Copa América Femenina,Argentina vs Venezuela,Nacional,,,21/7/2022,Instagram-ElResaltador,Si,,,,,,,,,130,1,,131,"¿Se vienen las semis? Argentina enfrenta a Venezuela

💙 Ke emoción, la Selección Argentina juega este jueves por el pase a semifinales de la Copa América femenina

⌚ A las 21:00, se va a medir con Venezuela por la última fecha de la fase de grupos. Va a ser televisado por DirecTV Sports!

⚽ Data clave para que veas el partido: Los dos equipos están igualados en puntos (6) en la segunda posición del Grupo B que lidera el seleccionado Brasilero (9)... pero, pero, pero la albiceleste disfruta de una mejor diferencia de gol (+5 contra -1), o sea, con un empate puede acceder a las semifinales

🤩 Te compartimos una foto épica que fue registrada en los dos últimos días de preparación, mirá toda la secuencia en @afaseleccionfemenina

🏆 ¿Estás siguiendo la Copa? ¡Contanos con quién vas a ver este partidazo!",,,
Deportes,,https://www.facebook.com/Cadena3Argentina/posts/pfbid02jRVChaVEoJz9bzJRKSBm9SYcbQwoD7MF7hcBdUjUZE8bU1xwBnqJoVtQ4uwcConhl,Fútbol,Liga Profesional,Talleres vs Banfield,Nacional,,,21/7/2022,Cadena 3,Si,370,68,0,0,41,1,0,2,,58,12,552,"¿Qué te pareció el partido? ⚽
Talleres recuperó la sonrisa, fue más y venció a Banfield http://ow.ly/u1jn50K1KMW","Talleres recuperó la sonrisa, fue más y venció a Banfield
Fue 1-0 en el Kempes, con gol de Diego Valoyes. ""El Matador"" venía de 7 partidos sin ganar por el torneo local. Con el triunfo, llegó a 8 puntos en el torneo. En la próxima fecha, visitará a San Lorenzo el lunes. 

21/07/2022 | 21:00

Redacción Cadena 3

  

FOTO: Los jugadores de Talleres celebran la apertura del marcador.


AUDIO: 1º Gol de Talleres (Diego Valoyes)

AUDIO: 1º Gol de Talleres (Diego Valoyes)
FOTO: Talleres - Banfield

FOTO: Talleres - Banfield
FOTO: Talleres - Banfield

FOTO: Talleres - Banfield
FOTO: Talleres - Banfield

‹›





Talleres volvió al triunfo este jueves luego de siete juegos sin ganar, al derrotar a Banfield, 1 a 0, en encuentro de la novena fecha de la Liga Profesional de Fútbol (LPF) disputado en el estadio Mario Kempes, ante más de 35.000 personas.

El tanto local fue anotado por el colombiano Diego Valoyes a los 17 minutos del primer tiempo.

Los cordobeses suman ahora su segundo triunfo en la competencia, y cortan una sequía que se inició tras la victoria de la primera fecha ante Sarmiento en este mismo estadio, y alcanzó los ocho puntos.


El ""Taladro"", en tanto, sumó su tercer juego sin ganar (dos derrotas y un empate), no logra estabilizarse en el torneo para pelear por ingresar a una copa internacional y se mantiene en la zona media con 12 puntos.

La ""T"" se reencontró con su mejor versión

Rápidamente Talleres se encontró con la primera chance clara cuando hilvanaron una buena combinación de pases por la banda izquierda Rodrigo Villagra y Federico Girotti. El ex River Plate habilitó con precisión a Valoyes, que recibió por el medio pero dudó el colombiano en la definición y lo perdió cuando se disputaba el primer minuto de la noche.

Dominó las acciones el local en el arranque y con gran presión en la zona media recuperaba la pelota cuando el ""Taladro"" intentaba, y de pelota parada tuvo otra buena posibilidad cuando Enzo Díaz localizó a Girotti, que ganó en el primer palo, pero la reacción del arquero Facundo Cambeses evitó la caída de su valla.

Siguió buscando el ""albiazul"", hoy vestido completamente de azul, y tras una jugada en la que dominó el balón con más de 15 toques, Girotti recibió un buen pase de Gastón Benavídez y cabeceó al palo izquierdo de Cambeses, pero Valoyes bien parado recogió el rebote, remató de primera y marcó el 1 a 0.

Mirá también

Audio
Liga Profesional

Desahogate con el grito de Valoyes en el Kempes
Se animó a salir Banfield adelantando a su última línea y así el juego se hizo de ida y vuelta, siempre con más claridad el local, que en una contra sobre los 40 minutos pudo ampliar tras una gran corrida de Matías Godoy, pero cerró con lo justo Dylan Gissi cuando Girotti se aprestaba a definir.

Y los del sur del Gran Buenos Aires tuvieron sus chances en el cierre de la primera mitad, pero primero Guido Herrera le tapó un claro remate a Alejandro Urzi, tras una gran jugada colectiva, y más tarde Emanuel Coronel lo perdió al desviar su tiro por el palo izquierdo cuando ingresó sin marca al área.

En el complemento, ""El Matador"" siguió bien plantado

Vivas cambió fichas, apostó a la experiencia de Jesús Dátolo, Andrés Chávez y Nicolás Bertolo, que saltaron desde el banco pero no aportaron demasiado para redondear una discreta producción del equipo.

Mirá también

Audio
Liga Profesional

Talleres cambió el chip y logró un triunfo esperanzador
Girotti tuvo las suyas en el complemento, primero desvió un tiro por arriba, luego otra por el palo izquierdo y convirtió una que hubiera sido de gran factura, pero estaba en posición adelantada, jugada que fue revisada por el VAR y finalmente no le concedieron el gol.

Sobre el final, en los nueve minutos adicionados por Hernán Mastrángelo, no pasó sobresaltos la última línea de la ""T"", que se aferró a un triunfo que le da aire al plantel, a los hinchas y al cuestionado DT Pedro Caixinha.

Talleres intentará seguir sumando cuando visite a San Lorenzo el próximo lunes en la continuidad del certamen, mientras que Banfield buscará la recuperación en su estadio ese día cuando reciba a Argentinos Juniors, uno de los líderes.",,
Deportes,,https://www.facebook.com/LaVoz.com.ar/posts/pfbid02yjNi4tMjKPkh4oJuyKkcjPYUgoJk9AEW1SusqzrtQ8d2brFPxhW96W5HaWEFr8pkl,Fútbol,Liga Profesional,Talleres vs Banfield,Nacional,,,21/7/2022,La Voz del Interior,Si,172,32,1,0,15,0,0,0,,25,4,249," A los 17 minutos del primer tiempo, el delantero colombiano marcó la diferencia. La T sólo había ganado en la primera jornada."," Talleres recuperó la sonrisa en la Liga Profesional: le ganó 1-0 a Banfield por Diego Valoyes
Talleres enfrentó a Banfield por la Liga Profesional en el estadio Mario Alberto Kempes. (Javier Ferreyra / La Voz)
Talleres enfrentó a Banfield por la Liga Profesional en el estadio Mario Alberto Kempes. (Javier Ferreyra / La Voz)
LO MÁS LEÍDO
Julián Vignolo
FÚTBOL
Tiene 15 años, es el goleador de inferiores y ya lo subieron al plantel profesional de Racing de Nueva Italia
1
Tomás Güizzo
FÚTBOL
Pasó por Talleres, lo dejaron libre por su altura y hoy es el arquero goleador que sueña con ascender en LCF
2
Kudelka deja una gran huella en Talleres. (Pedro Castillo)
FÚTBOL
Kudelka vuelve a dirigir en Liga Profesional: ya acordó con su nuevo equipo
3
Talleres
FÚTBOL
El comentario de un jugador de Talleres: “Ojalá Kudelka me quiera y vuelva”
4
Julián Álvarez recibió elogios de Guardiola tras su primer partido
FÚTBOL
Qué dijo Pep Guardiola tras el primer partido de Julián Álvarez en el City
5
A los 17 minutos del primer tiempo, el delantero colombiano marcó la diferencia. La T sólo había ganado en la primera jornada.

Hernán Laurino
Hernán Laurino
Viernes, 22 de julio de 202200:00 hs


Apareció el Talleres que quería la gente. El Talleres que necesitaba salir a escena. Ese equipo que ya quedó demostrado puede ser a nivel internacional pero no venía siendo en la Liga Profesional.

El Matador, con una solida actuación, venció 1 a 0 a Banfield ante unas 35 mil personas en el estadio Mario Kempes.

Así, cortó una maldita racha negra de siete partidos sin ganar en el certamen local y despejó los murmullos de ser un equipo en la Liga y otro en Copa Libertadores.

Con muchos niveles altos y un gol de Diego Valoyes (en su mejor versión), sumó tres puntos que traen tranquilidad y le permiten salir del fondo.


Este es el Talleres que quería ver Pedro Caixinha. El que está en cuartos de Libertadores pero no tiene que descuidar el torneo local.

Con este resultado, Talleres llega a los 8 puntos y salió de los últimos puestos. Los dirigidos por Pedro Caixinha sólo habían festejado en la primera fecha, cuando superaron 2-0 a Sarmiento.

En la próxima fecha, la “T” visitará a San Lorenzo el lunes a las 16.45.

LO QUE PASÓ EN EL PARTIDO ENTRE TALLERES Y BANFIELD
", ,
Política,,https://www.facebook.com/eldocetv/posts/pfbid0y4Vmpiw2QmeMGWqfE3cqQAm4JYbKRTnoC6xD7hotJBTw2qCJ9KKCR1guraEcihi2l,Viajes Políticos,Alberto Fernández participa de la Cumbre del Mercosur,Polémica frase de Alberto Fernández,Nacional,Alberto Fernández,Declaraciones Políticos,21/7/2022,ElDoceTv,Si,47,1,2,0,88,8,44,0,,143,18,351,"Estallaron las redes
""Moscú"" se convirtió en tendencia y los usuarios compararon la frase del presidente con un antiguo proverbio chino.","La llamativa frase de Alberto Fernández que se viralizó y recibió críticas en redes
El presidente dio su discurso en la cumbre del Mercosur y uno de sus dichos causó revuelo por recordar a un antiguo proverbio chino.
Por: El DoceJueves 21 de Julio de 2022
frase-alberto-fernandez-mercosur.
Alberto Fernández en Luque, Paraguay.
Alberto Fernández habló este jueves en la cumbre presidencial de Mercosur en Luque, Paraguay. Entre otras cosas, se destacó el cruce que mantuvo con su par uruguayo, Luis Lacalle Pou, sobre las diferencias de crear un tratado de libre comercio individual con China.

Sin embargo, una frase en principal del presidente argentino causó revuelo en las redes sociales y juntó múltiples críticas. “Cuando alguien estornuda en Moscú un argentino se resfría”, manifestó Fernández, derivado de un antiguo proverbio chino.

En un momento de su discurso, el jefe de Estado hizo referencia a la crisis que generó la pandemia de coronavirus, que produjo ""un quiebre en la economía mundial"". 

+ MIRÁ MÁS: El Gobierno habilitó a turistas a vender hasta 5 mil dólares al tipo de cambio financiero

“Hoy en día la globalización funciona plenamente, y lo que ocurra en cualquier latitud del mundo repercute inexorablemente sobre todas las regiones del mundo”, dijo, y agregó: “Cuando alguien estornuda en Moscú, un argentino se resfría”.


""MOSCÚ"":
POR DECLARACIONES DE ALBERTO FERNÁNDEZ EN LA CUMBRE DEL MERCOSUR PIC.TWITTER.COM/FI5HDUN2KV

— ¿POR QUÉ ES TENDENCIA? (@PORQUETENDENCIA) JULY 21, 2022
La curiosa declaración no pasó desapercibida e inmediatamente la palabra ""Moscú"" se convirtió en tendencia en redes sociales. Los usuarios compararon la expresión con un proverbio chino que dice que ""el aleteo de las alas de una mariposa se puede sentir al otro lado del mundo”.

Como era de esperarse, cientos de internautas se burlaron de la frase del presidente, principalmente aludiendo a la complicada realidad económica que se vive en el país. 

+ VIDEO: el discurso completo de Fernández en Paraguay:

",,
